hotel_id,title,description,total_inventory,total_reserved
271,room_type_5,suite,10,10
272,room_type_1,single bedroom,10,10
272,room_type_2,double bedroom,10,10
272,room_type_4,king size,10,10
273,room_type_1,single bedroom,10,10
273,room_type_2,double bedroom,10,10
273,room_type_5,suite,10,10
274,room_type_1,single bedroom,10,10
274,room_type_2,double bedroom,10,10
274,room_type_3,queen size,10,10
275,room_type_1,single bedroom,10,10
275,room_type_2,double bedroom,10,10
275,room_type_6,apartment,10,10
276,room_type_1,single bedroom,10,10
276,room_type_2,double bedroom,10,10
276,room_type_4,king size,10,10
277,room_type_1,single bedroom,10,10
277,room_type_2,double bedroom,10,10
277,room_type_6,apartment,10,10
278,room_type_1,single bedroom,10,10
278,room_type_2,double bedroom,10,10
278,room_type_6,apartment,10,10
279,room_type_1,single bedroom,10,10
279,room_type_2,double bedroom,10,10
279,room_type_6,apartment,10,10
280,room_type_1,single bedroom,10,10
280,room_type_2,double bedroom,10,10
280,room_type_4,king size,10,10
281,room_type_1,single bedroom,10,10
281,room_type_2,double bedroom,10,10
281,room_type_5,suite,10,10
282,room_type_1,single bedroom,10,10
282,room_type_2,double bedroom,10,10
282,room_type_4,king size,10,10
283,room_type_1,single bedroom,10,10
283,room_type_2,double bedroom,10,10
283,room_type_4,king size,10,10
284,room_type_1,single bedroom,10,10
284,room_type_2,double bedroom,10,10
284,room_type_4,king size,10,10
285,room_type_1,single bedroom,10,10
285,room_type_2,double bedroom,10,10
285,room_type_4,king size,10,10
286,room_type_1,single bedroom,10,10
286,room_type_2,double bedroom,10,10
286,room_type_4,king size,10,10
287,room_type_1,single bedroom,10,10
287,room_type_2,double bedroom,10,10
287,room_type_6,apartment,10,10
288,room_type_1,single bedroom,10,10
288,room_type_2,double bedroom,10,10
288,room_type_3,queen size,10,10
289,room_type_1,single bedroom,10,10
289,room_type_2,double bedroom,10,10
289,room_type_3,queen size,10,10
290,room_type_1,single bedroom,10,10
290,room_type_2,double bedroom,10,10
290,room_type_3,queen size,10,10
291,room_type_1,single bedroom,10,10
291,room_type_2,double bedroom,10,10
291,room_type_6,apartment,10,10
292,room_type_1,single bedroom,10,10
292,room_type_2,double bedroom,10,10
292,room_type_5,suite,10,10
293,room_type_1,single bedroom,10,10
293,room_type_2,double bedroom,10,10
293,room_type_5,suite,10,10
294,room_type_1,single bedroom,10,10
294,room_type_2,double bedroom,10,10
294,room_type_4,king size,10,10
295,room_type_1,single bedroom,10,10
295,room_type_2,double bedroom,10,10
295,room_type_4,king size,10,10
296,room_type_1,single bedroom,10,10
296,room_type_2,double bedroom,10,10
296,room_type_6,apartment,10,10
297,room_type_1,single bedroom,10,10
297,room_type_2,double bedroom,10,10
297,room_type_3,queen size,10,10
298,room_type_1,single bedroom,10,10
298,room_type_2,double bedroom,10,10
298,room_type_4,king size,10,10
299,room_type_1,single bedroom,10,10
299,room_type_2,double bedroom,10,10
299,room_type_3,queen size,10,10
300,room_type_1,single bedroom,10,10
300,room_type_2,double bedroom,10,10
300,room_type_6,apartment,10,10
301,room_type_1,single bedroom,10,10
301,room_type_2,double bedroom,10,10
301,room_type_4,king size,10,10
302,room_type_1,single bedroom,10,10
302,room_type_2,double bedroom,10,10
302,room_type_3,queen size,10,10
303,room_type_1,single bedroom,10,10
303,room_type_2,double bedroom,10,10
303,room_type_5,suite,10,10
304,room_type_1,single bedroom,10,10
304,room_type_2,double bedroom,10,10
304,room_type_5,suite,10,10
305,room_type_1,single bedroom,10,10
305,room_type_2,double bedroom,10,10
305,room_type_5,suite,10,10
306,room_type_1,single bedroom,10,10
306,room_type_2,double bedroom,10,10
306,room_type_3,queen size,10,10
307,room_type_1,single bedroom,10,10
307,room_type_2,double bedroom,10,10
307,room_type_4,king size,10,10
308,room_type_1,single bedroom,10,10
308,room_type_2,double bedroom,10,10
308,room_type_3,queen size,10,10
309,room_type_1,single bedroom,10,10
309,room_type_2,double bedroom,10,10
309,room_type_6,apartment,10,10
310,room_type_1,single bedroom,10,10
310,room_type_2,double bedroom,10,10
310,room_type_5,suite,10,10
311,room_type_1,single bedroom,10,10
311,room_type_2,double bedroom,10,10
311,room_type_5,suite,10,10
312,room_type_1,single bedroom,10,10
312,room_type_2,double bedroom,10,10
312,room_type_5,suite,10,10
313,room_type_1,single bedroom,10,10
313,room_type_2,double bedroom,10,10
313,room_type_4,king size,10,10
314,room_type_1,single bedroom,10,10
314,room_type_2,double bedroom,10,10
314,room_type_4,king size,10,10
315,room_type_1,single bedroom,10,10
315,room_type_2,double bedroom,10,10
315,room_type_6,apartment,10,10
316,room_type_1,single bedroom,10,10
316,room_type_2,double bedroom,10,10
316,room_type_3,queen size,10,10
317,room_type_1,single bedroom,10,10
317,room_type_2,double bedroom,10,10
317,room_type_5,suite,10,10
318,room_type_1,single bedroom,10,10
318,room_type_2,double bedroom,10,10
318,room_type_6,apartment,10,10
319,room_type_1,single bedroom,10,10
319,room_type_2,double bedroom,10,10
319,room_type_5,suite,10,10
320,room_type_1,single bedroom,10,10
320,room_type_2,double bedroom,10,10
320,room_type_6,apartment,10,10
321,room_type_1,single bedroom,10,10
321,room_type_2,double bedroom,10,10
321,room_type_4,king size,10,10
322,room_type_1,single bedroom,10,10
322,room_type_2,double bedroom,10,10
322,room_type_6,apartment,10,10
323,room_type_1,single bedroom,10,10
323,room_type_2,double bedroom,10,10
323,room_type_5,suite,10,10
324,room_type_1,single bedroom,10,10
324,room_type_2,double bedroom,10,10
324,room_type_5,suite,10,10
325,room_type_1,single bedroom,10,10
325,room_type_2,double bedroom,10,10
325,room_type_6,apartment,10,10
326,room_type_1,single bedroom,10,10
326,room_type_2,double bedroom,10,10
326,room_type_5,suite,10,10
327,room_type_1,single bedroom,10,10
327,room_type_2,double bedroom,10,10
327,room_type_3,queen size,10,10
328,room_type_1,single bedroom,10,10
328,room_type_2,double bedroom,10,10
328,room_type_4,king size,10,10
329,room_type_1,single bedroom,10,10
329,room_type_2,double bedroom,10,10
329,room_type_3,queen size,10,10
330,room_type_1,single bedroom,10,10
330,room_type_2,double bedroom,10,10
330,room_type_6,apartment,10,10
331,room_type_1,single bedroom,10,10
331,room_type_2,double bedroom,10,10
331,room_type_6,apartment,10,10
332,room_type_1,single bedroom,10,10
332,room_type_2,double bedroom,10,10
332,room_type_6,apartment,10,10
333,room_type_1,single bedroom,10,10
333,room_type_2,double bedroom,10,10
333,room_type_6,apartment,10,10
334,room_type_1,single bedroom,10,10
334,room_type_2,double bedroom,10,10
334,room_type_4,king size,10,10
335,room_type_1,single bedroom,10,10
335,room_type_2,double bedroom,10,10
335,room_type_6,apartment,10,10
336,room_type_1,single bedroom,10,10
336,room_type_2,double bedroom,10,10
336,room_type_3,queen size,10,10
337,room_type_1,single bedroom,10,10
337,room_type_2,double bedroom,10,10
337,room_type_4,king size,10,10
338,room_type_1,single bedroom,10,10
338,room_type_2,double bedroom,10,10
338,room_type_4,king size,10,10
339,room_type_1,single bedroom,10,10
339,room_type_2,double bedroom,10,10
339,room_type_5,suite,10,10
340,room_type_1,single bedroom,10,10
340,room_type_2,double bedroom,10,10
340,room_type_5,suite,10,10
341,room_type_1,single bedroom,10,10
341,room_type_2,double bedroom,10,10
341,room_type_3,queen size,10,10
342,room_type_1,single bedroom,10,10
342,room_type_2,double bedroom,10,10
342,room_type_3,queen size,10,10
343,room_type_1,single bedroom,10,10
343,room_type_2,double bedroom,10,10
343,room_type_4,king size,10,10
344,room_type_1,single bedroom,10,10
344,room_type_2,double bedroom,10,10
344,room_type_4,king size,10,10
345,room_type_1,single bedroom,10,10
345,room_type_2,double bedroom,10,10
345,room_type_5,suite,10,10
346,room_type_1,single bedroom,10,10
346,room_type_2,double bedroom,10,10
346,room_type_4,king size,10,10
347,room_type_1,single bedroom,10,10
347,room_type_2,double bedroom,10,10
347,room_type_4,king size,10,10
348,room_type_1,single bedroom,10,10
348,room_type_2,double bedroom,10,10
348,room_type_3,queen size,10,10
349,room_type_1,single bedroom,10,10
349,room_type_2,double bedroom,10,10
349,room_type_3,queen size,10,10
350,room_type_1,single bedroom,10,10
350,room_type_2,double bedroom,10,10
350,room_type_5,suite,10,10
351,room_type_1,single bedroom,10,10
351,room_type_2,double bedroom,10,10
351,room_type_6,apartment,10,10
352,room_type_1,single bedroom,10,10
352,room_type_2,double bedroom,10,10
352,room_type_3,queen size,10,10
353,room_type_1,single bedroom,10,10
353,room_type_2,double bedroom,10,10
353,room_type_5,suite,10,10
354,room_type_1,single bedroom,10,10
354,room_type_2,double bedroom,10,10
354,room_type_6,apartment,10,10
355,room_type_1,single bedroom,10,10
355,room_type_2,double bedroom,10,10
355,room_type_6,apartment,10,10
356,room_type_1,single bedroom,10,10
356,room_type_2,double bedroom,10,10
356,room_type_5,suite,10,10
357,room_type_1,single bedroom,10,10
357,room_type_2,double bedroom,10,10
357,room_type_3,queen size,10,10
358,room_type_1,single bedroom,10,10
358,room_type_2,double bedroom,10,10
358,room_type_5,suite,10,10
359,room_type_1,single bedroom,10,10
359,room_type_2,double bedroom,10,10
359,room_type_5,suite,10,10
360,room_type_1,single bedroom,10,10
360,room_type_2,double bedroom,10,10
360,room_type_4,king size,10,10
361,room_type_1,single bedroom,10,10
361,room_type_2,double bedroom,10,10
361,room_type_5,suite,10,10
362,room_type_1,single bedroom,10,10
362,room_type_2,double bedroom,10,10
362,room_type_3,queen size,10,10
363,room_type_1,single bedroom,10,10
363,room_type_2,double bedroom,10,10
363,room_type_5,suite,10,10
364,room_type_1,single bedroom,10,10
364,room_type_2,double bedroom,10,10
364,room_type_6,apartment,10,10
365,room_type_1,single bedroom,10,10
365,room_type_2,double bedroom,10,10
365,room_type_4,king size,10,10
366,room_type_1,single bedroom,10,10
366,room_type_2,double bedroom,10,10
366,room_type_3,queen size,10,10
367,room_type_1,single bedroom,10,10
367,room_type_2,double bedroom,10,10
367,room_type_6,apartment,10,10
368,room_type_1,single bedroom,10,10
368,room_type_2,double bedroom,10,10
368,room_type_3,queen size,10,10
369,room_type_1,single bedroom,10,10
369,room_type_2,double bedroom,10,10
369,room_type_4,king size,10,10
370,room_type_1,single bedroom,10,10
370,room_type_2,double bedroom,10,10
370,room_type_3,queen size,10,10
371,room_type_1,single bedroom,10,10
371,room_type_2,double bedroom,10,10
371,room_type_4,king size,10,10
372,room_type_1,single bedroom,10,10
372,room_type_2,double bedroom,10,10
372,room_type_6,apartment,10,10
373,room_type_1,single bedroom,10,10
373,room_type_2,double bedroom,10,10
373,room_type_6,apartment,10,10
374,room_type_1,single bedroom,10,10
374,room_type_2,double bedroom,10,10
374,room_type_3,queen size,10,10
375,room_type_1,single bedroom,10,10
375,room_type_2,double bedroom,10,10
375,room_type_4,king size,10,10
376,room_type_1,single bedroom,10,10
376,room_type_2,double bedroom,10,10
376,room_type_4,king size,10,10
377,room_type_1,single bedroom,10,10
377,room_type_2,double bedroom,10,10
377,room_type_4,king size,10,10
378,room_type_1,single bedroom,10,10
378,room_type_2,double bedroom,10,10
378,room_type_5,suite,10,10
379,room_type_1,single bedroom,10,10
379,room_type_2,double bedroom,10,10
379,room_type_4,king size,10,10
380,room_type_1,single bedroom,10,10
380,room_type_2,double bedroom,10,10
380,room_type_3,queen size,10,10
381,room_type_1,single bedroom,10,10
381,room_type_2,double bedroom,10,10
381,room_type_6,apartment,10,10
382,room_type_1,single bedroom,10,10
382,room_type_2,double bedroom,10,10
382,room_type_4,king size,10,10
383,room_type_1,single bedroom,10,10
383,room_type_2,double bedroom,10,10
383,room_type_6,apartment,10,10
384,room_type_1,single bedroom,10,10
384,room_type_2,double bedroom,10,10
384,room_type_6,apartment,10,10
385,room_type_1,single bedroom,10,10
385,room_type_2,double bedroom,10,10
385,room_type_6,apartment,10,10
386,room_type_1,single bedroom,10,10
386,room_type_2,double bedroom,10,10
386,room_type_5,suite,10,10
387,room_type_1,single bedroom,10,10
387,room_type_2,double bedroom,10,10
387,room_type_6,apartment,10,10
388,room_type_1,single bedroom,10,10
388,room_type_2,double bedroom,10,10
388,room_type_4,king size,10,10
389,room_type_1,single bedroom,10,10
389,room_type_2,double bedroom,10,10
389,room_type_6,apartment,10,10
390,room_type_1,single bedroom,10,10
390,room_type_2,double bedroom,10,10
390,room_type_6,apartment,10,10
391,room_type_1,single bedroom,10,10
391,room_type_2,double bedroom,10,10
391,room_type_3,queen size,10,10
392,room_type_1,single bedroom,10,10
392,room_type_2,double bedroom,10,10
392,room_type_3,queen size,10,10
393,room_type_1,single bedroom,10,10
393,room_type_2,double bedroom,10,10
393,room_type_4,king size,10,10
394,room_type_1,single bedroom,10,10
394,room_type_2,double bedroom,10,10
394,room_type_3,queen size,10,10
395,room_type_1,single bedroom,10,10
395,room_type_2,double bedroom,10,10
395,room_type_6,apartment,10,10
396,room_type_1,single bedroom,10,10
396,room_type_2,double bedroom,10,10
396,room_type_4,king size,10,10
397,room_type_1,single bedroom,10,10
397,room_type_2,double bedroom,10,10
397,room_type_5,suite,10,10
398,room_type_1,single bedroom,10,10
398,room_type_2,double bedroom,10,10
398,room_type_3,queen size,10,10
399,room_type_1,single bedroom,10,10
399,room_type_2,double bedroom,10,10
399,room_type_3,queen size,10,10
400,room_type_1,single bedroom,10,10
400,room_type_2,double bedroom,10,10
400,room_type_4,king size,10,10
401,room_type_1,single bedroom,10,10
401,room_type_2,double bedroom,10,10
401,room_type_4,king size,10,10
402,room_type_1,single bedroom,10,10
402,room_type_2,double bedroom,10,10
402,room_type_6,apartment,10,10
403,room_type_1,single bedroom,10,10
403,room_type_2,double bedroom,10,10
403,room_type_3,queen size,10,10
404,room_type_1,single bedroom,10,10
404,room_type_2,double bedroom,10,10
404,room_type_5,suite,10,10
405,room_type_1,single bedroom,10,10
405,room_type_2,double bedroom,10,10
405,room_type_5,suite,10,10
406,room_type_1,single bedroom,10,10
406,room_type_2,double bedroom,10,10
406,room_type_6,apartment,10,10
407,room_type_1,single bedroom,10,10
407,room_type_2,double bedroom,10,10
407,room_type_4,king size,10,10
408,room_type_1,single bedroom,10,10
408,room_type_2,double bedroom,10,10
408,room_type_6,apartment,10,10
409,room_type_1,single bedroom,10,10
409,room_type_2,double bedroom,10,10
409,room_type_3,queen size,10,10
410,room_type_1,single bedroom,10,10
410,room_type_2,double bedroom,10,10
410,room_type_4,king size,10,10
411,room_type_1,single bedroom,10,10
411,room_type_2,double bedroom,10,10
411,room_type_4,king size,10,10
412,room_type_1,single bedroom,10,10
412,room_type_2,double bedroom,10,10
412,room_type_6,apartment,10,10
413,room_type_1,single bedroom,10,10
413,room_type_2,double bedroom,10,10
413,room_type_4,king size,10,10
414,room_type_1,single bedroom,10,10
414,room_type_2,double bedroom,10,10
414,room_type_6,apartment,10,10
415,room_type_1,single bedroom,10,10
415,room_type_2,double bedroom,10,10
415,room_type_3,queen size,10,10
416,room_type_1,single bedroom,10,10
416,room_type_2,double bedroom,10,10
416,room_type_4,king size,10,10
417,room_type_1,single bedroom,10,10
417,room_type_2,double bedroom,10,10
417,room_type_4,king size,10,10
418,room_type_1,single bedroom,10,10
418,room_type_2,double bedroom,10,10
418,room_type_5,suite,10,10
419,room_type_1,single bedroom,10,10
419,room_type_2,double bedroom,10,10
419,room_type_5,suite,10,10
420,room_type_1,single bedroom,10,10
420,room_type_2,double bedroom,10,10
420,room_type_4,king size,10,10
421,room_type_1,single bedroom,10,10
421,room_type_2,double bedroom,10,10
421,room_type_6,apartment,10,10
422,room_type_1,single bedroom,10,10
422,room_type_2,double bedroom,10,10
422,room_type_5,suite,10,10
423,room_type_1,single bedroom,10,10
423,room_type_2,double bedroom,10,10
423,room_type_6,apartment,10,10
424,room_type_1,single bedroom,10,10
424,room_type_2,double bedroom,10,10
424,room_type_5,suite,10,10
425,room_type_1,single bedroom,10,10
425,room_type_2,double bedroom,10,10
425,room_type_4,king size,10,10
426,room_type_1,single bedroom,10,10
426,room_type_2,double bedroom,10,10
426,room_type_4,king size,10,10
427,room_type_1,single bedroom,10,10
427,room_type_2,double bedroom,10,10
427,room_type_5,suite,10,10
428,room_type_1,single bedroom,10,10
428,room_type_2,double bedroom,10,10
428,room_type_6,apartment,10,10
429,room_type_1,single bedroom,10,10
429,room_type_2,double bedroom,10,10
429,room_type_3,queen size,10,10
430,room_type_1,single bedroom,10,10
430,room_type_2,double bedroom,10,10
430,room_type_5,suite,10,10
431,room_type_1,single bedroom,10,10
431,room_type_2,double bedroom,10,10
431,room_type_6,apartment,10,10
432,room_type_1,single bedroom,10,10
432,room_type_2,double bedroom,10,10
432,room_type_3,queen size,10,10
433,room_type_1,single bedroom,10,10
433,room_type_2,double bedroom,10,10
433,room_type_5,suite,10,10
434,room_type_1,single bedroom,10,10
434,room_type_2,double bedroom,10,10
434,room_type_4,king size,10,10
435,room_type_1,single bedroom,10,10
435,room_type_2,double bedroom,10,10
435,room_type_4,king size,10,10
436,room_type_1,single bedroom,10,10
436,room_type_2,double bedroom,10,10
436,room_type_4,king size,10,10
437,room_type_1,single bedroom,10,10
437,room_type_2,double bedroom,10,10
437,room_type_3,queen size,10,10
438,room_type_1,single bedroom,10,10
438,room_type_2,double bedroom,10,10
438,room_type_6,apartment,10,10
439,room_type_1,single bedroom,10,10
439,room_type_2,double bedroom,10,10
439,room_type_6,apartment,10,10
440,room_type_1,single bedroom,10,10
440,room_type_2,double bedroom,10,10
440,room_type_6,apartment,10,10
441,room_type_1,single bedroom,10,10
441,room_type_2,double bedroom,10,10
441,room_type_4,king size,10,10
442,room_type_1,single bedroom,10,10
442,room_type_2,double bedroom,10,10
442,room_type_3,queen size,10,10
443,room_type_1,single bedroom,10,10
443,room_type_2,double bedroom,10,10
443,room_type_5,suite,10,10
444,room_type_1,single bedroom,10,10
444,room_type_2,double bedroom,10,10
444,room_type_4,king size,10,10
445,room_type_1,single bedroom,10,10
445,room_type_2,double bedroom,10,10
445,room_type_5,suite,10,10
446,room_type_1,single bedroom,10,10
446,room_type_2,double bedroom,10,10
446,room_type_3,queen size,10,10
447,room_type_1,single bedroom,10,10
447,room_type_2,double bedroom,10,10
447,room_type_4,king size,10,10
448,room_type_1,single bedroom,10,10
448,room_type_2,double bedroom,10,10
448,room_type_4,king size,10,10
449,room_type_1,single bedroom,10,10
449,room_type_2,double bedroom,10,10
449,room_type_5,suite,10,10
450,room_type_1,single bedroom,10,10
450,room_type_2,double bedroom,10,10
450,room_type_5,suite,10,10
451,room_type_1,single bedroom,10,10
451,room_type_2,double bedroom,10,10
451,room_type_4,king size,10,10
452,room_type_1,single bedroom,10,10
452,room_type_2,double bedroom,10,10
452,room_type_6,apartment,10,10
453,room_type_1,single bedroom,10,10
453,room_type_2,double bedroom,10,10
453,room_type_4,king size,10,10
454,room_type_1,single bedroom,10,10
454,room_type_2,double bedroom,10,10
454,room_type_4,king size,10,10
455,room_type_1,single bedroom,10,10
455,room_type_2,double bedroom,10,10
455,room_type_5,suite,10,10
456,room_type_1,single bedroom,10,10
456,room_type_2,double bedroom,10,10
456,room_type_3,queen size,10,10
457,room_type_1,single bedroom,10,10
457,room_type_2,double bedroom,10,10
457,room_type_6,apartment,10,10
458,room_type_1,single bedroom,10,10
458,room_type_2,double bedroom,10,10
458,room_type_6,apartment,10,10
459,room_type_1,single bedroom,10,10
459,room_type_2,double bedroom,10,10
459,room_type_5,suite,10,10
460,room_type_1,single bedroom,10,10
460,room_type_2,double bedroom,10,10
460,room_type_3,queen size,10,10
461,room_type_1,single bedroom,10,10
461,room_type_2,double bedroom,10,10
461,room_type_4,king size,10,10
462,room_type_1,single bedroom,10,10
462,room_type_2,double bedroom,10,10
462,room_type_6,apartment,10,10
463,room_type_1,single bedroom,10,10
463,room_type_2,double bedroom,10,10
463,room_type_6,apartment,10,10
464,room_type_1,single bedroom,10,10
464,room_type_2,double bedroom,10,10
464,room_type_6,apartment,10,10
465,room_type_1,single bedroom,10,10
465,room_type_2,double bedroom,10,10
465,room_type_6,apartment,10,10
466,room_type_1,single bedroom,10,10
466,room_type_2,double bedroom,10,10
466,room_type_6,apartment,10,10
467,room_type_1,single bedroom,10,10
467,room_type_2,double bedroom,10,10
467,room_type_4,king size,10,10
468,room_type_1,single bedroom,10,10
468,room_type_2,double bedroom,10,10
468,room_type_3,queen size,10,10
469,room_type_1,single bedroom,10,10
469,room_type_2,double bedroom,10,10
469,room_type_3,queen size,10,10
470,room_type_1,single bedroom,10,10
470,room_type_2,double bedroom,10,10
470,room_type_3,queen size,10,10
471,room_type_1,single bedroom,10,10
471,room_type_2,double bedroom,10,10
471,room_type_4,king size,10,10
472,room_type_1,single bedroom,10,10
472,room_type_2,double bedroom,10,10
472,room_type_4,king size,10,10
473,room_type_1,single bedroom,10,10
473,room_type_2,double bedroom,10,10
473,room_type_6,apartment,10,10
474,room_type_1,single bedroom,10,10
474,room_type_2,double bedroom,10,10
474,room_type_6,apartment,10,10
475,room_type_1,single bedroom,10,10
475,room_type_2,double bedroom,10,10
475,room_type_5,suite,10,10
476,room_type_1,single bedroom,10,10
476,room_type_2,double bedroom,10,10
476,room_type_6,apartment,10,10
477,room_type_1,single bedroom,10,10
477,room_type_2,double bedroom,10,10
477,room_type_6,apartment,10,10
478,room_type_1,single bedroom,10,10
478,room_type_2,double bedroom,10,10
478,room_type_4,king size,10,10
479,room_type_1,single bedroom,10,10
479,room_type_2,double bedroom,10,10
479,room_type_6,apartment,10,10
480,room_type_1,single bedroom,10,10
480,room_type_2,double bedroom,10,10
480,room_type_4,king size,10,10
481,room_type_1,single bedroom,10,10
481,room_type_2,double bedroom,10,10
481,room_type_6,apartment,10,10
482,room_type_1,single bedroom,10,10
482,room_type_2,double bedroom,10,10
482,room_type_6,apartment,10,10
483,room_type_1,single bedroom,10,10
483,room_type_2,double bedroom,10,10
483,room_type_4,king size,10,10
484,room_type_1,single bedroom,10,10
484,room_type_2,double bedroom,10,10
484,room_type_5,suite,10,10
485,room_type_1,single bedroom,10,10
485,room_type_2,double bedroom,10,10
485,room_type_4,king size,10,10
486,room_type_1,single bedroom,10,10
486,room_type_2,double bedroom,10,10
486,room_type_5,suite,10,10
487,room_type_1,single bedroom,10,10
487,room_type_2,double bedroom,10,10
487,room_type_4,king size,10,10
488,room_type_1,single bedroom,10,10
488,room_type_2,double bedroom,10,10
488,room_type_4,king size,10,10
489,room_type_1,single bedroom,10,10
489,room_type_2,double bedroom,10,10
489,room_type_5,suite,10,10
490,room_type_1,single bedroom,10,10
490,room_type_2,double bedroom,10,10
490,room_type_6,apartment,10,10
491,room_type_1,single bedroom,10,10
491,room_type_2,double bedroom,10,10
491,room_type_5,suite,10,10
492,room_type_1,single bedroom,10,10
492,room_type_2,double bedroom,10,10
492,room_type_4,king size,10,10
493,room_type_1,single bedroom,10,10
493,room_type_2,double bedroom,10,10
493,room_type_3,queen size,10,10
494,room_type_1,single bedroom,10,10
494,room_type_2,double bedroom,10,10
494,room_type_6,apartment,10,10
495,room_type_1,single bedroom,10,10
495,room_type_2,double bedroom,10,10
495,room_type_3,queen size,10,10
496,room_type_1,single bedroom,10,10
496,room_type_2,double bedroom,10,10
496,room_type_6,apartment,10,10
497,room_type_1,single bedroom,10,10
497,room_type_2,double bedroom,10,10
497,room_type_3,queen size,10,10
498,room_type_1,single bedroom,10,10
498,room_type_2,double bedroom,10,10
498,room_type_3,queen size,10,10
499,room_type_1,single bedroom,10,10
499,room_type_2,double bedroom,10,10
499,room_type_5,suite,10,10
500,room_type_1,single bedroom,10,10
500,room_type_2,double bedroom,10,10
500,room_type_5,suite,10,10
501,room_type_1,single bedroom,10,10
501,room_type_2,double bedroom,10,10
501,room_type_6,apartment,10,10
502,room_type_1,single bedroom,10,10
502,room_type_2,double bedroom,10,10
502,room_type_5,suite,10,10
503,room_type_1,single bedroom,10,10
503,room_type_2,double bedroom,10,10
503,room_type_5,suite,10,10
504,room_type_1,single bedroom,10,10
504,room_type_2,double bedroom,10,10
504,room_type_5,suite,10,10
505,room_type_1,single bedroom,10,10
505,room_type_2,double bedroom,10,10
505,room_type_4,king size,10,10
506,room_type_1,single bedroom,10,10
506,room_type_2,double bedroom,10,10
506,room_type_4,king size,10,10
507,room_type_1,single bedroom,10,10
507,room_type_2,double bedroom,10,10
507,room_type_5,suite,10,10
508,room_type_1,single bedroom,10,10
508,room_type_2,double bedroom,10,10
508,room_type_4,king size,10,10
509,room_type_1,single bedroom,10,10
509,room_type_2,double bedroom,10,10
509,room_type_6,apartment,10,10
510,room_type_1,single bedroom,10,10
510,room_type_2,double bedroom,10,10
510,room_type_5,suite,10,10
511,room_type_1,single bedroom,10,10
511,room_type_2,double bedroom,10,10
511,room_type_6,apartment,10,10
512,room_type_1,single bedroom,10,10
512,room_type_2,double bedroom,10,10
512,room_type_3,queen size,10,10
513,room_type_1,single bedroom,10,10
513,room_type_2,double bedroom,10,10
513,room_type_6,apartment,10,10
514,room_type_1,single bedroom,10,10
514,room_type_2,double bedroom,10,10
514,room_type_3,queen size,10,10
515,room_type_1,single bedroom,10,10
515,room_type_2,double bedroom,10,10
515,room_type_5,suite,10,10
516,room_type_1,single bedroom,10,10
516,room_type_2,double bedroom,10,10
516,room_type_4,king size,10,10
517,room_type_1,single bedroom,10,10
517,room_type_2,double bedroom,10,10
517,room_type_3,queen size,10,10
518,room_type_1,single bedroom,10,10
518,room_type_2,double bedroom,10,10
518,room_type_3,queen size,10,10
519,room_type_1,single bedroom,10,10
519,room_type_2,double bedroom,10,10
519,room_type_5,suite,10,10
520,room_type_1,single bedroom,10,10
520,room_type_2,double bedroom,10,10
520,room_type_6,apartment,10,10
521,room_type_1,single bedroom,10,10
521,room_type_2,double bedroom,10,10
521,room_type_5,suite,10,10
522,room_type_1,single bedroom,10,10
522,room_type_2,double bedroom,10,10
522,room_type_6,apartment,10,10
523,room_type_1,single bedroom,10,10
523,room_type_2,double bedroom,10,10
523,room_type_5,suite,10,10
524,room_type_1,single bedroom,10,10
524,room_type_2,double bedroom,10,10
524,room_type_5,suite,10,10
525,room_type_1,single bedroom,10,10
525,room_type_2,double bedroom,10,10
525,room_type_3,queen size,10,10
526,room_type_1,single bedroom,10,10
526,room_type_2,double bedroom,10,10
526,room_type_3,queen size,10,10
527,room_type_1,single bedroom,10,10
527,room_type_2,double bedroom,10,10
527,room_type_6,apartment,10,10
528,room_type_1,single bedroom,10,10
528,room_type_2,double bedroom,10,10
528,room_type_4,king size,10,10
529,room_type_1,single bedroom,10,10
529,room_type_2,double bedroom,10,10
529,room_type_4,king size,10,10
530,room_type_1,single bedroom,10,10
530,room_type_2,double bedroom,10,10
530,room_type_3,queen size,10,10
531,room_type_1,single bedroom,10,10
531,room_type_2,double bedroom,10,10
531,room_type_4,king size,10,10
532,room_type_1,single bedroom,10,10
532,room_type_2,double bedroom,10,10
532,room_type_3,queen size,10,10
533,room_type_1,single bedroom,10,10
533,room_type_2,double bedroom,10,10
533,room_type_3,queen size,10,10
534,room_type_1,single bedroom,10,10
534,room_type_2,double bedroom,10,10
534,room_type_3,queen size,10,10
535,room_type_1,single bedroom,10,10
535,room_type_2,double bedroom,10,10
535,room_type_5,suite,10,10
536,room_type_1,single bedroom,10,10
536,room_type_2,double bedroom,10,10
536,room_type_3,queen size,10,10
537,room_type_1,single bedroom,10,10
537,room_type_2,double bedroom,10,10
537,room_type_5,suite,10,10
538,room_type_1,single bedroom,10,10
538,room_type_2,double bedroom,10,10
538,room_type_6,apartment,10,10
539,room_type_1,single bedroom,10,10
539,room_type_2,double bedroom,10,10
539,room_type_6,apartment,10,10
540,room_type_1,single bedroom,10,10
540,room_type_2,double bedroom,10,10
540,room_type_5,suite,10,10
541,room_type_1,single bedroom,10,10
541,room_type_2,double bedroom,10,10
541,room_type_6,apartment,10,10
542,room_type_1,single bedroom,10,10
542,room_type_2,double bedroom,10,10
542,room_type_3,queen size,10,10
