hotel_id,room_floor_id,roomtype_id
127,307,room_type_2
127,407,room_type_6
127,208,room_type_1
127,308,room_type_2
127,408,room_type_6
127,209,room_type_1
127,309,room_type_2
127,409,room_type_6
128,200,room_type_1
128,300,room_type_2
128,400,room_type_6
128,201,room_type_1
128,301,room_type_2
128,401,room_type_6
128,202,room_type_1
128,302,room_type_2
128,402,room_type_6
128,203,room_type_1
128,303,room_type_2
128,403,room_type_6
128,204,room_type_1
128,304,room_type_2
128,404,room_type_6
128,205,room_type_1
128,305,room_type_2
128,405,room_type_6
128,206,room_type_1
128,306,room_type_2
128,406,room_type_6
128,207,room_type_1
128,307,room_type_2
128,407,room_type_6
128,208,room_type_1
128,308,room_type_2
128,408,room_type_6
128,209,room_type_1
128,309,room_type_2
128,409,room_type_6
129,200,room_type_1
129,300,room_type_2
129,400,room_type_6
129,201,room_type_1
129,301,room_type_2
129,401,room_type_6
129,202,room_type_1
129,302,room_type_2
129,402,room_type_6
129,203,room_type_1
129,303,room_type_2
129,403,room_type_6
129,204,room_type_1
129,304,room_type_2
129,404,room_type_6
129,205,room_type_1
129,305,room_type_2
129,405,room_type_6
129,206,room_type_1
129,306,room_type_2
129,406,room_type_6
129,207,room_type_1
129,307,room_type_2
129,407,room_type_6
129,208,room_type_1
129,308,room_type_2
129,408,room_type_6
129,209,room_type_1
129,309,room_type_2
129,409,room_type_6
130,200,room_type_1
130,300,room_type_2
130,400,room_type_3
130,201,room_type_1
130,301,room_type_2
130,401,room_type_3
130,202,room_type_1
130,302,room_type_2
130,402,room_type_3
130,203,room_type_1
130,303,room_type_2
130,403,room_type_3
130,204,room_type_1
130,304,room_type_2
130,404,room_type_3
130,205,room_type_1
130,305,room_type_2
130,405,room_type_3
130,206,room_type_1
130,306,room_type_2
130,406,room_type_3
130,207,room_type_1
130,307,room_type_2
130,407,room_type_3
130,208,room_type_1
130,308,room_type_2
130,408,room_type_3
130,209,room_type_1
130,309,room_type_2
130,409,room_type_3
131,200,room_type_1
131,300,room_type_2
131,400,room_type_6
131,201,room_type_1
131,301,room_type_2
131,401,room_type_6
131,202,room_type_1
131,302,room_type_2
131,402,room_type_6
131,203,room_type_1
131,303,room_type_2
131,403,room_type_6
131,204,room_type_1
131,304,room_type_2
131,404,room_type_6
131,205,room_type_1
131,305,room_type_2
131,405,room_type_6
131,206,room_type_1
131,306,room_type_2
131,406,room_type_6
131,207,room_type_1
131,307,room_type_2
131,407,room_type_6
131,208,room_type_1
131,308,room_type_2
131,408,room_type_6
131,209,room_type_1
131,309,room_type_2
131,409,room_type_6
132,200,room_type_1
132,300,room_type_2
132,400,room_type_5
132,201,room_type_1
132,301,room_type_2
132,401,room_type_5
132,202,room_type_1
132,302,room_type_2
132,402,room_type_5
132,203,room_type_1
132,303,room_type_2
132,403,room_type_5
132,204,room_type_1
132,304,room_type_2
132,404,room_type_5
132,205,room_type_1
132,305,room_type_2
132,405,room_type_5
132,206,room_type_1
132,306,room_type_2
132,406,room_type_5
132,207,room_type_1
132,307,room_type_2
132,407,room_type_5
132,208,room_type_1
132,308,room_type_2
132,408,room_type_5
132,209,room_type_1
132,309,room_type_2
132,409,room_type_5
133,200,room_type_1
133,300,room_type_2
133,400,room_type_6
133,201,room_type_1
133,301,room_type_2
133,401,room_type_6
133,202,room_type_1
133,302,room_type_2
133,402,room_type_6
133,203,room_type_1
133,303,room_type_2
133,403,room_type_6
133,204,room_type_1
133,304,room_type_2
133,404,room_type_6
133,205,room_type_1
133,305,room_type_2
133,405,room_type_6
133,206,room_type_1
133,306,room_type_2
133,406,room_type_6
133,207,room_type_1
133,307,room_type_2
133,407,room_type_6
133,208,room_type_1
133,308,room_type_2
133,408,room_type_6
133,209,room_type_1
133,309,room_type_2
133,409,room_type_6
134,200,room_type_1
134,300,room_type_2
134,400,room_type_4
134,201,room_type_1
134,301,room_type_2
134,401,room_type_4
134,202,room_type_1
134,302,room_type_2
134,402,room_type_4
134,203,room_type_1
134,303,room_type_2
134,403,room_type_4
134,204,room_type_1
134,304,room_type_2
134,404,room_type_4
134,205,room_type_1
134,305,room_type_2
134,405,room_type_4
134,206,room_type_1
134,306,room_type_2
134,406,room_type_4
134,207,room_type_1
134,307,room_type_2
134,407,room_type_4
134,208,room_type_1
134,308,room_type_2
134,408,room_type_4
134,209,room_type_1
134,309,room_type_2
134,409,room_type_4
135,200,room_type_1
135,300,room_type_2
135,400,room_type_6
135,201,room_type_1
135,301,room_type_2
135,401,room_type_6
135,202,room_type_1
135,302,room_type_2
135,402,room_type_6
135,203,room_type_1
135,303,room_type_2
135,403,room_type_6
135,204,room_type_1
135,304,room_type_2
135,404,room_type_6
135,205,room_type_1
135,305,room_type_2
135,405,room_type_6
135,206,room_type_1
135,306,room_type_2
135,406,room_type_6
135,207,room_type_1
135,307,room_type_2
135,407,room_type_6
135,208,room_type_1
135,308,room_type_2
135,408,room_type_6
135,209,room_type_1
135,309,room_type_2
135,409,room_type_6
136,200,room_type_1
136,300,room_type_2
136,400,room_type_5
136,201,room_type_1
136,301,room_type_2
136,401,room_type_5
136,202,room_type_1
136,302,room_type_2
136,402,room_type_5
136,203,room_type_1
136,303,room_type_2
136,403,room_type_5
136,204,room_type_1
136,304,room_type_2
136,404,room_type_5
136,205,room_type_1
136,305,room_type_2
136,405,room_type_5
136,206,room_type_1
136,306,room_type_2
136,406,room_type_5
136,207,room_type_1
136,307,room_type_2
136,407,room_type_5
136,208,room_type_1
136,308,room_type_2
136,408,room_type_5
136,209,room_type_1
136,309,room_type_2
136,409,room_type_5
137,200,room_type_1
137,300,room_type_2
137,400,room_type_3
137,201,room_type_1
137,301,room_type_2
137,401,room_type_3
137,202,room_type_1
137,302,room_type_2
137,402,room_type_3
137,203,room_type_1
137,303,room_type_2
137,403,room_type_3
137,204,room_type_1
137,304,room_type_2
137,404,room_type_3
137,205,room_type_1
137,305,room_type_2
137,405,room_type_3
137,206,room_type_1
137,306,room_type_2
137,406,room_type_3
137,207,room_type_1
137,307,room_type_2
137,407,room_type_3
137,208,room_type_1
137,308,room_type_2
137,408,room_type_3
137,209,room_type_1
137,309,room_type_2
137,409,room_type_3
138,200,room_type_1
138,300,room_type_2
138,400,room_type_4
138,201,room_type_1
138,301,room_type_2
138,401,room_type_4
138,202,room_type_1
138,302,room_type_2
138,402,room_type_4
138,203,room_type_1
138,303,room_type_2
138,403,room_type_4
138,204,room_type_1
138,304,room_type_2
138,404,room_type_4
138,205,room_type_1
138,305,room_type_2
138,405,room_type_4
138,206,room_type_1
138,306,room_type_2
138,406,room_type_4
138,207,room_type_1
138,307,room_type_2
138,407,room_type_4
138,208,room_type_1
138,308,room_type_2
138,408,room_type_4
138,209,room_type_1
138,309,room_type_2
138,409,room_type_4
139,200,room_type_1
139,300,room_type_2
139,400,room_type_4
139,201,room_type_1
139,301,room_type_2
139,401,room_type_4
139,202,room_type_1
139,302,room_type_2
139,402,room_type_4
139,203,room_type_1
139,303,room_type_2
139,403,room_type_4
139,204,room_type_1
139,304,room_type_2
139,404,room_type_4
139,205,room_type_1
139,305,room_type_2
139,405,room_type_4
139,206,room_type_1
139,306,room_type_2
139,406,room_type_4
139,207,room_type_1
139,307,room_type_2
139,407,room_type_4
139,208,room_type_1
139,308,room_type_2
139,408,room_type_4
139,209,room_type_1
139,309,room_type_2
139,409,room_type_4
140,200,room_type_1
140,300,room_type_2
140,400,room_type_6
140,201,room_type_1
140,301,room_type_2
140,401,room_type_6
140,202,room_type_1
140,302,room_type_2
140,402,room_type_6
140,203,room_type_1
140,303,room_type_2
140,403,room_type_6
140,204,room_type_1
140,304,room_type_2
140,404,room_type_6
140,205,room_type_1
140,305,room_type_2
140,405,room_type_6
140,206,room_type_1
140,306,room_type_2
140,406,room_type_6
140,207,room_type_1
140,307,room_type_2
140,407,room_type_6
140,208,room_type_1
140,308,room_type_2
140,408,room_type_6
140,209,room_type_1
140,309,room_type_2
140,409,room_type_6
141,200,room_type_1
141,300,room_type_2
141,400,room_type_5
141,201,room_type_1
141,301,room_type_2
141,401,room_type_5
141,202,room_type_1
141,302,room_type_2
141,402,room_type_5
141,203,room_type_1
141,303,room_type_2
141,403,room_type_5
141,204,room_type_1
141,304,room_type_2
141,404,room_type_5
141,205,room_type_1
141,305,room_type_2
141,405,room_type_5
141,206,room_type_1
141,306,room_type_2
141,406,room_type_5
141,207,room_type_1
141,307,room_type_2
141,407,room_type_5
141,208,room_type_1
141,308,room_type_2
141,408,room_type_5
141,209,room_type_1
141,309,room_type_2
141,409,room_type_5
142,200,room_type_1
142,300,room_type_2
142,400,room_type_6
142,201,room_type_1
142,301,room_type_2
142,401,room_type_6
142,202,room_type_1
142,302,room_type_2
142,402,room_type_6
142,203,room_type_1
142,303,room_type_2
142,403,room_type_6
142,204,room_type_1
142,304,room_type_2
142,404,room_type_6
142,205,room_type_1
142,305,room_type_2
142,405,room_type_6
142,206,room_type_1
142,306,room_type_2
142,406,room_type_6
142,207,room_type_1
142,307,room_type_2
142,407,room_type_6
142,208,room_type_1
142,308,room_type_2
142,408,room_type_6
142,209,room_type_1
142,309,room_type_2
142,409,room_type_6
143,200,room_type_1
143,300,room_type_2
143,400,room_type_6
143,201,room_type_1
143,301,room_type_2
143,401,room_type_6
143,202,room_type_1
143,302,room_type_2
143,402,room_type_6
143,203,room_type_1
143,303,room_type_2
143,403,room_type_6
143,204,room_type_1
143,304,room_type_2
143,404,room_type_6
143,205,room_type_1
143,305,room_type_2
143,405,room_type_6
143,206,room_type_1
143,306,room_type_2
143,406,room_type_6
143,207,room_type_1
143,307,room_type_2
143,407,room_type_6
143,208,room_type_1
143,308,room_type_2
143,408,room_type_6
143,209,room_type_1
143,309,room_type_2
143,409,room_type_6
144,200,room_type_1
144,300,room_type_2
144,400,room_type_6
144,201,room_type_1
144,301,room_type_2
144,401,room_type_6
144,202,room_type_1
144,302,room_type_2
144,402,room_type_6
144,203,room_type_1
144,303,room_type_2
144,403,room_type_6
144,204,room_type_1
144,304,room_type_2
144,404,room_type_6
144,205,room_type_1
144,305,room_type_2
144,405,room_type_6
144,206,room_type_1
144,306,room_type_2
144,406,room_type_6
144,207,room_type_1
144,307,room_type_2
144,407,room_type_6
144,208,room_type_1
144,308,room_type_2
144,408,room_type_6
144,209,room_type_1
144,309,room_type_2
144,409,room_type_6
145,200,room_type_1
145,300,room_type_2
145,400,room_type_5
145,201,room_type_1
145,301,room_type_2
145,401,room_type_5
145,202,room_type_1
145,302,room_type_2
145,402,room_type_5
145,203,room_type_1
145,303,room_type_2
145,403,room_type_5
145,204,room_type_1
145,304,room_type_2
145,404,room_type_5
145,205,room_type_1
145,305,room_type_2
145,405,room_type_5
145,206,room_type_1
145,306,room_type_2
145,406,room_type_5
145,207,room_type_1
145,307,room_type_2
145,407,room_type_5
145,208,room_type_1
145,308,room_type_2
145,408,room_type_5
145,209,room_type_1
145,309,room_type_2
145,409,room_type_5
146,200,room_type_1
146,300,room_type_2
146,400,room_type_4
146,201,room_type_1
146,301,room_type_2
146,401,room_type_4
146,202,room_type_1
146,302,room_type_2
146,402,room_type_4
146,203,room_type_1
146,303,room_type_2
146,403,room_type_4
146,204,room_type_1
146,304,room_type_2
146,404,room_type_4
146,205,room_type_1
146,305,room_type_2
146,405,room_type_4
146,206,room_type_1
146,306,room_type_2
146,406,room_type_4
146,207,room_type_1
146,307,room_type_2
146,407,room_type_4
146,208,room_type_1
146,308,room_type_2
146,408,room_type_4
146,209,room_type_1
146,309,room_type_2
146,409,room_type_4
147,200,room_type_1
147,300,room_type_2
147,400,room_type_6
147,201,room_type_1
147,301,room_type_2
147,401,room_type_6
147,202,room_type_1
147,302,room_type_2
147,402,room_type_6
147,203,room_type_1
147,303,room_type_2
147,403,room_type_6
147,204,room_type_1
147,304,room_type_2
147,404,room_type_6
147,205,room_type_1
147,305,room_type_2
147,405,room_type_6
147,206,room_type_1
147,306,room_type_2
147,406,room_type_6
147,207,room_type_1
147,307,room_type_2
147,407,room_type_6
147,208,room_type_1
147,308,room_type_2
147,408,room_type_6
147,209,room_type_1
147,309,room_type_2
147,409,room_type_6
148,200,room_type_1
148,300,room_type_2
148,400,room_type_3
148,201,room_type_1
148,301,room_type_2
148,401,room_type_3
148,202,room_type_1
148,302,room_type_2
148,402,room_type_3
148,203,room_type_1
148,303,room_type_2
148,403,room_type_3
148,204,room_type_1
148,304,room_type_2
148,404,room_type_3
148,205,room_type_1
148,305,room_type_2
148,405,room_type_3
148,206,room_type_1
148,306,room_type_2
148,406,room_type_3
148,207,room_type_1
148,307,room_type_2
148,407,room_type_3
148,208,room_type_1
148,308,room_type_2
148,408,room_type_3
148,209,room_type_1
148,309,room_type_2
148,409,room_type_3
149,200,room_type_1
149,300,room_type_2
149,400,room_type_6
149,201,room_type_1
149,301,room_type_2
149,401,room_type_6
149,202,room_type_1
149,302,room_type_2
149,402,room_type_6
149,203,room_type_1
149,303,room_type_2
149,403,room_type_6
149,204,room_type_1
149,304,room_type_2
149,404,room_type_6
149,205,room_type_1
149,305,room_type_2
149,405,room_type_6
149,206,room_type_1
149,306,room_type_2
149,406,room_type_6
149,207,room_type_1
149,307,room_type_2
149,407,room_type_6
149,208,room_type_1
149,308,room_type_2
149,408,room_type_6
149,209,room_type_1
149,309,room_type_2
149,409,room_type_6
150,200,room_type_1
150,300,room_type_2
150,400,room_type_6
150,201,room_type_1
150,301,room_type_2
150,401,room_type_6
150,202,room_type_1
150,302,room_type_2
150,402,room_type_6
150,203,room_type_1
150,303,room_type_2
150,403,room_type_6
150,204,room_type_1
150,304,room_type_2
150,404,room_type_6
150,205,room_type_1
150,305,room_type_2
150,405,room_type_6
150,206,room_type_1
150,306,room_type_2
150,406,room_type_6
150,207,room_type_1
150,307,room_type_2
150,407,room_type_6
150,208,room_type_1
150,308,room_type_2
150,408,room_type_6
150,209,room_type_1
150,309,room_type_2
150,409,room_type_6
151,200,room_type_1
151,300,room_type_2
151,400,room_type_4
151,201,room_type_1
151,301,room_type_2
151,401,room_type_4
151,202,room_type_1
151,302,room_type_2
151,402,room_type_4
151,203,room_type_1
151,303,room_type_2
151,403,room_type_4
151,204,room_type_1
151,304,room_type_2
151,404,room_type_4
151,205,room_type_1
151,305,room_type_2
151,405,room_type_4
151,206,room_type_1
151,306,room_type_2
151,406,room_type_4
151,207,room_type_1
151,307,room_type_2
151,407,room_type_4
151,208,room_type_1
151,308,room_type_2
151,408,room_type_4
151,209,room_type_1
151,309,room_type_2
151,409,room_type_4
152,200,room_type_1
152,300,room_type_2
152,400,room_type_3
152,201,room_type_1
152,301,room_type_2
152,401,room_type_3
152,202,room_type_1
152,302,room_type_2
152,402,room_type_3
152,203,room_type_1
152,303,room_type_2
152,403,room_type_3
152,204,room_type_1
152,304,room_type_2
152,404,room_type_3
152,205,room_type_1
152,305,room_type_2
152,405,room_type_3
152,206,room_type_1
152,306,room_type_2
152,406,room_type_3
152,207,room_type_1
152,307,room_type_2
152,407,room_type_3
152,208,room_type_1
152,308,room_type_2
152,408,room_type_3
152,209,room_type_1
152,309,room_type_2
152,409,room_type_3
153,200,room_type_1
153,300,room_type_2
153,400,room_type_6
153,201,room_type_1
153,301,room_type_2
153,401,room_type_6
153,202,room_type_1
153,302,room_type_2
153,402,room_type_6
153,203,room_type_1
153,303,room_type_2
153,403,room_type_6
153,204,room_type_1
153,304,room_type_2
153,404,room_type_6
153,205,room_type_1
153,305,room_type_2
153,405,room_type_6
153,206,room_type_1
153,306,room_type_2
153,406,room_type_6
153,207,room_type_1
153,307,room_type_2
153,407,room_type_6
153,208,room_type_1
153,308,room_type_2
153,408,room_type_6
153,209,room_type_1
153,309,room_type_2
153,409,room_type_6
154,200,room_type_1
154,300,room_type_2
154,400,room_type_6
154,201,room_type_1
154,301,room_type_2
154,401,room_type_6
154,202,room_type_1
154,302,room_type_2
154,402,room_type_6
154,203,room_type_1
154,303,room_type_2
154,403,room_type_6
154,204,room_type_1
154,304,room_type_2
154,404,room_type_6
154,205,room_type_1
154,305,room_type_2
154,405,room_type_6
154,206,room_type_1
154,306,room_type_2
154,406,room_type_6
154,207,room_type_1
154,307,room_type_2
154,407,room_type_6
154,208,room_type_1
154,308,room_type_2
154,408,room_type_6
154,209,room_type_1
154,309,room_type_2
154,409,room_type_6
155,200,room_type_1
155,300,room_type_2
155,400,room_type_3
155,201,room_type_1
155,301,room_type_2
155,401,room_type_3
155,202,room_type_1
155,302,room_type_2
155,402,room_type_3
155,203,room_type_1
155,303,room_type_2
155,403,room_type_3
155,204,room_type_1
155,304,room_type_2
155,404,room_type_3
155,205,room_type_1
155,305,room_type_2
155,405,room_type_3
155,206,room_type_1
155,306,room_type_2
155,406,room_type_3
155,207,room_type_1
155,307,room_type_2
155,407,room_type_3
155,208,room_type_1
155,308,room_type_2
155,408,room_type_3
155,209,room_type_1
155,309,room_type_2
155,409,room_type_3
156,200,room_type_1
156,300,room_type_2
156,400,room_type_6
156,201,room_type_1
156,301,room_type_2
156,401,room_type_6
156,202,room_type_1
156,302,room_type_2
156,402,room_type_6
156,203,room_type_1
156,303,room_type_2
156,403,room_type_6
156,204,room_type_1
156,304,room_type_2
156,404,room_type_6
156,205,room_type_1
156,305,room_type_2
156,405,room_type_6
156,206,room_type_1
156,306,room_type_2
156,406,room_type_6
156,207,room_type_1
156,307,room_type_2
156,407,room_type_6
156,208,room_type_1
156,308,room_type_2
156,408,room_type_6
156,209,room_type_1
156,309,room_type_2
156,409,room_type_6
157,200,room_type_1
157,300,room_type_2
157,400,room_type_6
157,201,room_type_1
157,301,room_type_2
157,401,room_type_6
157,202,room_type_1
157,302,room_type_2
157,402,room_type_6
157,203,room_type_1
157,303,room_type_2
157,403,room_type_6
157,204,room_type_1
157,304,room_type_2
157,404,room_type_6
157,205,room_type_1
157,305,room_type_2
157,405,room_type_6
157,206,room_type_1
157,306,room_type_2
157,406,room_type_6
157,207,room_type_1
157,307,room_type_2
157,407,room_type_6
157,208,room_type_1
157,308,room_type_2
157,408,room_type_6
157,209,room_type_1
157,309,room_type_2
157,409,room_type_6
158,200,room_type_1
158,300,room_type_2
158,400,room_type_5
158,201,room_type_1
158,301,room_type_2
158,401,room_type_5
158,202,room_type_1
158,302,room_type_2
158,402,room_type_5
158,203,room_type_1
158,303,room_type_2
158,403,room_type_5
158,204,room_type_1
158,304,room_type_2
158,404,room_type_5
158,205,room_type_1
158,305,room_type_2
158,405,room_type_5
158,206,room_type_1
158,306,room_type_2
158,406,room_type_5
158,207,room_type_1
158,307,room_type_2
158,407,room_type_5
158,208,room_type_1
158,308,room_type_2
158,408,room_type_5
158,209,room_type_1
158,309,room_type_2
158,409,room_type_5
159,200,room_type_1
159,300,room_type_2
159,400,room_type_6
159,201,room_type_1
159,301,room_type_2
159,401,room_type_6
159,202,room_type_1
159,302,room_type_2
159,402,room_type_6
159,203,room_type_1
159,303,room_type_2
159,403,room_type_6
159,204,room_type_1
159,304,room_type_2
159,404,room_type_6
159,205,room_type_1
159,305,room_type_2
159,405,room_type_6
159,206,room_type_1
159,306,room_type_2
159,406,room_type_6
159,207,room_type_1
159,307,room_type_2
159,407,room_type_6
159,208,room_type_1
159,308,room_type_2
159,408,room_type_6
159,209,room_type_1
159,309,room_type_2
159,409,room_type_6
160,200,room_type_1
160,300,room_type_2
160,400,room_type_5
160,201,room_type_1
160,301,room_type_2
160,401,room_type_5
160,202,room_type_1
160,302,room_type_2
160,402,room_type_5
160,203,room_type_1
160,303,room_type_2
160,403,room_type_5
160,204,room_type_1
160,304,room_type_2
160,404,room_type_5
160,205,room_type_1
160,305,room_type_2
160,405,room_type_5
160,206,room_type_1
160,306,room_type_2
160,406,room_type_5
160,207,room_type_1
160,307,room_type_2
160,407,room_type_5
160,208,room_type_1
160,308,room_type_2
160,408,room_type_5
160,209,room_type_1
160,309,room_type_2
160,409,room_type_5
161,200,room_type_1
161,300,room_type_2
161,400,room_type_6
161,201,room_type_1
161,301,room_type_2
161,401,room_type_6
161,202,room_type_1
161,302,room_type_2
161,402,room_type_6
161,203,room_type_1
161,303,room_type_2
161,403,room_type_6
161,204,room_type_1
161,304,room_type_2
161,404,room_type_6
161,205,room_type_1
161,305,room_type_2
161,405,room_type_6
161,206,room_type_1
161,306,room_type_2
161,406,room_type_6
161,207,room_type_1
161,307,room_type_2
161,407,room_type_6
161,208,room_type_1
161,308,room_type_2
161,408,room_type_6
161,209,room_type_1
161,309,room_type_2
161,409,room_type_6
162,200,room_type_1
162,300,room_type_2
162,400,room_type_3
162,201,room_type_1
162,301,room_type_2
162,401,room_type_3
162,202,room_type_1
162,302,room_type_2
162,402,room_type_3
162,203,room_type_1
162,303,room_type_2
162,403,room_type_3
162,204,room_type_1
162,304,room_type_2
162,404,room_type_3
162,205,room_type_1
162,305,room_type_2
162,405,room_type_3
162,206,room_type_1
162,306,room_type_2
162,406,room_type_3
162,207,room_type_1
162,307,room_type_2
162,407,room_type_3
162,208,room_type_1
162,308,room_type_2
162,408,room_type_3
162,209,room_type_1
162,309,room_type_2
162,409,room_type_3
163,200,room_type_1
163,300,room_type_2
163,400,room_type_6
163,201,room_type_1
163,301,room_type_2
163,401,room_type_6
163,202,room_type_1
163,302,room_type_2
163,402,room_type_6
163,203,room_type_1
163,303,room_type_2
163,403,room_type_6
163,204,room_type_1
163,304,room_type_2
163,404,room_type_6
163,205,room_type_1
163,305,room_type_2
163,405,room_type_6
163,206,room_type_1
163,306,room_type_2
163,406,room_type_6
163,207,room_type_1
163,307,room_type_2
163,407,room_type_6
163,208,room_type_1
163,308,room_type_2
163,408,room_type_6
163,209,room_type_1
163,309,room_type_2
163,409,room_type_6
164,200,room_type_1
164,300,room_type_2
164,400,room_type_6
164,201,room_type_1
164,301,room_type_2
164,401,room_type_6
164,202,room_type_1
164,302,room_type_2
164,402,room_type_6
164,203,room_type_1
164,303,room_type_2
164,403,room_type_6
164,204,room_type_1
164,304,room_type_2
164,404,room_type_6
164,205,room_type_1
164,305,room_type_2
164,405,room_type_6
164,206,room_type_1
164,306,room_type_2
164,406,room_type_6
164,207,room_type_1
164,307,room_type_2
164,407,room_type_6
164,208,room_type_1
164,308,room_type_2
164,408,room_type_6
164,209,room_type_1
164,309,room_type_2
164,409,room_type_6
165,200,room_type_1
165,300,room_type_2
165,400,room_type_4
165,201,room_type_1
165,301,room_type_2
165,401,room_type_4
165,202,room_type_1
165,302,room_type_2
165,402,room_type_4
165,203,room_type_1
165,303,room_type_2
165,403,room_type_4
165,204,room_type_1
165,304,room_type_2
165,404,room_type_4
165,205,room_type_1
165,305,room_type_2
165,405,room_type_4
165,206,room_type_1
165,306,room_type_2
165,406,room_type_4
165,207,room_type_1
165,307,room_type_2
165,407,room_type_4
165,208,room_type_1
165,308,room_type_2
165,408,room_type_4
165,209,room_type_1
165,309,room_type_2
165,409,room_type_4
166,200,room_type_1
166,300,room_type_2
166,400,room_type_5
166,201,room_type_1
166,301,room_type_2
166,401,room_type_5
166,202,room_type_1
166,302,room_type_2
166,402,room_type_5
166,203,room_type_1
166,303,room_type_2
166,403,room_type_5
166,204,room_type_1
166,304,room_type_2
166,404,room_type_5
166,205,room_type_1
166,305,room_type_2
166,405,room_type_5
166,206,room_type_1
166,306,room_type_2
166,406,room_type_5
166,207,room_type_1
166,307,room_type_2
166,407,room_type_5
166,208,room_type_1
166,308,room_type_2
166,408,room_type_5
166,209,room_type_1
166,309,room_type_2
166,409,room_type_5
167,200,room_type_1
167,300,room_type_2
167,400,room_type_4
167,201,room_type_1
167,301,room_type_2
167,401,room_type_4
167,202,room_type_1
167,302,room_type_2
167,402,room_type_4
167,203,room_type_1
167,303,room_type_2
167,403,room_type_4
167,204,room_type_1
167,304,room_type_2
167,404,room_type_4
167,205,room_type_1
167,305,room_type_2
167,405,room_type_4
167,206,room_type_1
167,306,room_type_2
167,406,room_type_4
167,207,room_type_1
167,307,room_type_2
167,407,room_type_4
167,208,room_type_1
167,308,room_type_2
167,408,room_type_4
167,209,room_type_1
167,309,room_type_2
167,409,room_type_4
168,200,room_type_1
168,300,room_type_2
168,400,room_type_6
168,201,room_type_1
168,301,room_type_2
168,401,room_type_6
168,202,room_type_1
168,302,room_type_2
168,402,room_type_6
168,203,room_type_1
168,303,room_type_2
168,403,room_type_6
168,204,room_type_1
168,304,room_type_2
168,404,room_type_6
168,205,room_type_1
168,305,room_type_2
168,405,room_type_6
168,206,room_type_1
168,306,room_type_2
168,406,room_type_6
168,207,room_type_1
168,307,room_type_2
168,407,room_type_6
168,208,room_type_1
168,308,room_type_2
168,408,room_type_6
168,209,room_type_1
168,309,room_type_2
168,409,room_type_6
169,200,room_type_1
169,300,room_type_2
169,400,room_type_5
169,201,room_type_1
169,301,room_type_2
169,401,room_type_5
169,202,room_type_1
169,302,room_type_2
169,402,room_type_5
169,203,room_type_1
169,303,room_type_2
169,403,room_type_5
169,204,room_type_1
169,304,room_type_2
169,404,room_type_5
169,205,room_type_1
169,305,room_type_2
169,405,room_type_5
169,206,room_type_1
169,306,room_type_2
169,406,room_type_5
169,207,room_type_1
169,307,room_type_2
169,407,room_type_5
169,208,room_type_1
169,308,room_type_2
169,408,room_type_5
169,209,room_type_1
169,309,room_type_2
169,409,room_type_5
170,200,room_type_1
170,300,room_type_2
170,400,room_type_5
170,201,room_type_1
170,301,room_type_2
170,401,room_type_5
170,202,room_type_1
170,302,room_type_2
170,402,room_type_5
170,203,room_type_1
170,303,room_type_2
170,403,room_type_5
170,204,room_type_1
170,304,room_type_2
170,404,room_type_5
170,205,room_type_1
170,305,room_type_2
170,405,room_type_5
170,206,room_type_1
170,306,room_type_2
170,406,room_type_5
170,207,room_type_1
170,307,room_type_2
170,407,room_type_5
170,208,room_type_1
170,308,room_type_2
170,408,room_type_5
170,209,room_type_1
170,309,room_type_2
170,409,room_type_5
171,200,room_type_1
171,300,room_type_2
171,400,room_type_5
171,201,room_type_1
171,301,room_type_2
171,401,room_type_5
171,202,room_type_1
171,302,room_type_2
171,402,room_type_5
171,203,room_type_1
171,303,room_type_2
171,403,room_type_5
171,204,room_type_1
171,304,room_type_2
171,404,room_type_5
171,205,room_type_1
171,305,room_type_2
171,405,room_type_5
171,206,room_type_1
171,306,room_type_2
171,406,room_type_5
171,207,room_type_1
171,307,room_type_2
171,407,room_type_5
171,208,room_type_1
171,308,room_type_2
171,408,room_type_5
171,209,room_type_1
171,309,room_type_2
171,409,room_type_5
172,200,room_type_1
172,300,room_type_2
172,400,room_type_5
172,201,room_type_1
172,301,room_type_2
172,401,room_type_5
172,202,room_type_1
172,302,room_type_2
172,402,room_type_5
172,203,room_type_1
172,303,room_type_2
172,403,room_type_5
172,204,room_type_1
172,304,room_type_2
172,404,room_type_5
172,205,room_type_1
172,305,room_type_2
172,405,room_type_5
172,206,room_type_1
172,306,room_type_2
172,406,room_type_5
172,207,room_type_1
172,307,room_type_2
172,407,room_type_5
172,208,room_type_1
172,308,room_type_2
172,408,room_type_5
172,209,room_type_1
172,309,room_type_2
172,409,room_type_5
173,200,room_type_1
173,300,room_type_2
173,400,room_type_5
173,201,room_type_1
173,301,room_type_2
173,401,room_type_5
173,202,room_type_1
173,302,room_type_2
173,402,room_type_5
173,203,room_type_1
173,303,room_type_2
173,403,room_type_5
173,204,room_type_1
173,304,room_type_2
173,404,room_type_5
173,205,room_type_1
173,305,room_type_2
173,405,room_type_5
173,206,room_type_1
173,306,room_type_2
173,406,room_type_5
173,207,room_type_1
173,307,room_type_2
173,407,room_type_5
173,208,room_type_1
173,308,room_type_2
173,408,room_type_5
173,209,room_type_1
173,309,room_type_2
173,409,room_type_5
174,200,room_type_1
174,300,room_type_2
174,400,room_type_3
174,201,room_type_1
174,301,room_type_2
174,401,room_type_3
174,202,room_type_1
174,302,room_type_2
174,402,room_type_3
174,203,room_type_1
